"language"	"project"	"country"	"pageviews_percentage"
"Latvian"	"lv.wiktionary.org"	"Germany"	0.01
"Latvian"	"lv.wiktionary.org"	"Japan"	0.01
"Latvian"	"lv.wiktionary.org"	"Latvia"	0.36
"Latvian"	"lv.wiktionary.org"	"Luxembourg"	0.01
"Latvian"	"lv.wiktionary.org"	"Netherlands"	0.03
"Latvian"	"lv.wiktionary.org"	"Poland"	0.01
"Latvian"	"lv.wiktionary.org"	"Republic of Korea"	0.04
"Latvian"	"lv.wiktionary.org"	"Réunion"	0.01
"Latvian"	"lv.wiktionary.org"	"Sweden"	0.01
"Latvian"	"lv.wiktionary.org"	"Thailand"	0.01
"Latvian"	"lv.wiktionary.org"	"Ukraine"	0.01
"Latvian"	"lv.wiktionary.org"	"United Kingdom"	0.01
"Latvian"	"lv.wiktionary.org"	"United States"	0.23
"Latvian"	"lv.wiktionary.org"	"Vietnam"	0.05
"Latvian"	"lv.wiktionary.org"	"Other"	0.04
"Basa Banyumasan"	"map-bms.wikipedia.org"	"Canada"	0.01
"Basa Banyumasan"	"map-bms.wikipedia.org"	"China"	0.22
"Basa Banyumasan"	"map-bms.wikipedia.org"	"France"	0.01
"Basa Banyumasan"	"map-bms.wikipedia.org"	"Germany"	0.04
"Basa Banyumasan"	"map-bms.wikipedia.org"	"India"	0.01
"Basa Banyumasan"	"map-bms.wikipedia.org"	"Indonesia"	0.44
"Basa Banyumasan"	"map-bms.wikipedia.org"	"Malaysia"	0.01
"Basa Banyumasan"	"map-bms.wikipedia.org"	"Netherlands"	0.01
"Basa Banyumasan"	"map-bms.wikipedia.org"	"Poland"	0.01
"Basa Banyumasan"	"map-bms.wikipedia.org"	"Romania"	0.01
"Basa Banyumasan"	"map-bms.wikipedia.org"	"United States"	0.17
"Basa Banyumasan"	"map-bms.wikipedia.org"	"Other"	0.08
"Moksha"	"mdf.wikipedia.org"	"Belarus"	0.01
"Moksha"	"mdf.wikipedia.org"	"Brazil"	0.01
"Moksha"	"mdf.wikipedia.org"	"Canada"	0.06
"Moksha"	"mdf.wikipedia.org"	"China"	0.03
"Moksha"	"mdf.wikipedia.org"	"Finland"	0.01
"Moksha"	"mdf.wikipedia.org"	"France"	0.02
"Moksha"	"mdf.wikipedia.org"	"Germany"	0.05
"Moksha"	"mdf.wikipedia.org"	"India"	0.01
"Moksha"	"mdf.wikipedia.org"	"Italy"	0.01
"Moksha"	"mdf.wikipedia.org"	"Japan"	0.01
"Moksha"	"mdf.wikipedia.org"	"Malaysia"	0.01
"Moksha"	"mdf.wikipedia.org"	"Mexico"	0.01
"Moksha"	"mdf.wikipedia.org"	"Netherlands"	0.03
"Moksha"	"mdf.wikipedia.org"	"Poland"	0.04
"Moksha"	"mdf.wikipedia.org"	"Republic of Korea"	0.01
"Moksha"	"mdf.wikipedia.org"	"Republic of Lithuania"	0.01
"Moksha"	"mdf.wikipedia.org"	"Romania"	0.02
"Moksha"	"mdf.wikipedia.org"	"Russia"	0.05
"Moksha"	"mdf.wikipedia.org"	"Singapore"	0.01
"Moksha"	"mdf.wikipedia.org"	"Spain"	0.01
"Moksha"	"mdf.wikipedia.org"	"Sweden"	0.01
"Moksha"	"mdf.wikipedia.org"	"Ukraine"	0.01
"Moksha"	"mdf.wikipedia.org"	"United Arab Emirates"	0.01
"Moksha"	"mdf.wikipedia.org"	"United Kingdom"	0.01
"Moksha"	"mdf.wikipedia.org"	"United States"	0.52
"Moksha"	"mdf.wikipedia.org"	"Other"	0.05
"Malagasy"	"mg.wikibooks.org"	"Canada"	0.07
"Malagasy"	"mg.wikibooks.org"	"China"	0.06
"Malagasy"	"mg.wikibooks.org"	"Italy"	0.01
"Malagasy"	"mg.wikibooks.org"	"Madagascar"	0.02
"Malagasy"	"mg.wikibooks.org"	"Netherlands"	0.04
"Malagasy"	"mg.wikibooks.org"	"Republic of Lithuania"	0.01
"Malagasy"	"mg.wikibooks.org"	"Republic of Moldova"	0.01
"Malagasy"	"mg.wikibooks.org"	"Singapore"	0.01
"Malagasy"	"mg.wikibooks.org"	"Sweden"	0.04
"Malagasy"	"mg.wikibooks.org"	"Ukraine"	0.01
"Malagasy"	"mg.wikibooks.org"	"United States"	0.35
"Malagasy"	"mg.wikibooks.org"	"Vietnam"	0.37
"Malagasy"	"mg.wikipedia.org"	"Australia"	0.01
"Malagasy"	"mg.wikipedia.org"	"Brazil"	0.01
"Malagasy"	"mg.wikipedia.org"	"Canada"	0.02
"Malagasy"	"mg.wikipedia.org"	"China"	0.04
"Malagasy"	"mg.wikipedia.org"	"France"	0.04
"Malagasy"	"mg.wikipedia.org"	"Germany"	0.13
"Malagasy"	"mg.wikipedia.org"	"India"	0.01
"Malagasy"	"mg.wikipedia.org"	"Italy"	0.01
"Malagasy"	"mg.wikipedia.org"	"Japan"	0.01
"Malagasy"	"mg.wikipedia.org"	"Madagascar"	0.1
"Malagasy"	"mg.wikipedia.org"	"Mexico"	0.03
"Malagasy"	"mg.wikipedia.org"	"Netherlands"	0.01
"Malagasy"	"mg.wikipedia.org"	"Poland"	0.03
"Malagasy"	"mg.wikipedia.org"	"Republic of Korea"	0.01
"Malagasy"	"mg.wikipedia.org"	"Republic of Lithuania"	0.01
"Malagasy"	"mg.wikipedia.org"	"Romania"	0.01
"Malagasy"	"mg.wikipedia.org"	"Russia"	0.02
"Malagasy"	"mg.wikipedia.org"	"Sweden"	0.01
"Malagasy"	"mg.wikipedia.org"	"Thailand"	0.01
"Malagasy"	"mg.wikipedia.org"	"Ukraine"	0.01
"Malagasy"	"mg.wikipedia.org"	"United Kingdom"	0.01
"Malagasy"	"mg.wikipedia.org"	"United States"	0.38
"Malagasy"	"mg.wikipedia.org"	"Vietnam"	0.01
"Malagasy"	"mg.wikipedia.org"	"Other"	0.08
"Malagasy"	"mg.wiktionary.org"	"Brazil"	0.01
"Malagasy"	"mg.wiktionary.org"	"Canada"	0.02
"Malagasy"	"mg.wiktionary.org"	"China"	0.11
"Malagasy"	"mg.wiktionary.org"	"France"	0.08
"Malagasy"	"mg.wiktionary.org"	"Germany"	0.03
"Malagasy"	"mg.wiktionary.org"	"India"	0.02
"Malagasy"	"mg.wiktionary.org"	"Ireland"	0.02
"Malagasy"	"mg.wiktionary.org"	"Italy"	0.01
"Malagasy"	"mg.wiktionary.org"	"Japan"	0.01
"Malagasy"	"mg.wiktionary.org"	"Netherlands"	0.02
"Malagasy"	"mg.wiktionary.org"	"Pakistan"	0.01
"Malagasy"	"mg.wiktionary.org"	"Poland"	0.02
"Malagasy"	"mg.wiktionary.org"	"Republic of Korea"	0.18
"Malagasy"	"mg.wiktionary.org"	"Russia"	0.05
"Malagasy"	"mg.wiktionary.org"	"Réunion"	0.01
"Malagasy"	"mg.wiktionary.org"	"Thailand"	0.01
"Malagasy"	"mg.wiktionary.org"	"Turkey"	0.01
"Malagasy"	"mg.wiktionary.org"	"Ukraine"	0.01
"Malagasy"	"mg.wiktionary.org"	"United Kingdom"	0.02
"Malagasy"	"mg.wiktionary.org"	"United States"	0.27
"Malagasy"	"mg.wiktionary.org"	"Vietnam"	0.02
"Malagasy"	"mg.wiktionary.org"	"Other"	0.08
"Marshallese"	"mh.wikipedia.org"	"Australia"	0.01
"Marshallese"	"mh.wikipedia.org"	"Canada"	0.08
"Marshallese"	"mh.wikipedia.org"	"China"	0.14
"Marshallese"	"mh.wikipedia.org"	"France"	0.04
"Marshallese"	"mh.wikipedia.org"	"Germany"	0.02
"Marshallese"	"mh.wikipedia.org"	"Hong Kong"	0.01
"Marshallese"	"mh.wikipedia.org"	"Ireland"	0.01
"Marshallese"	"mh.wikipedia.org"	"Italy"	0.01
"Marshallese"	"mh.wikipedia.org"	"Japan"	0.01
"Marshallese"	"mh.wikipedia.org"	"Myanmar [Burma]"	0.01
"Marshallese"	"mh.wikipedia.org"	"Netherlands"	0.02
"Marshallese"	"mh.wikipedia.org"	"Pakistan"	0.01
"Marshallese"	"mh.wikipedia.org"	"Poland"	0.03
"Marshallese"	"mh.wikipedia.org"	"Republic of Korea"	0.01
"Marshallese"	"mh.wikipedia.org"	"Republic of Lithuania"	0.01
"Marshallese"	"mh.wikipedia.org"	"Romania"	0.07
"Marshallese"	"mh.wikipedia.org"	"Russia"	0.04
"Marshallese"	"mh.wikipedia.org"	"Sweden"	0.01
"Marshallese"	"mh.wikipedia.org"	"Ukraine"	0.01
"Marshallese"	"mh.wikipedia.org"	"United Kingdom"	0.02
"Marshallese"	"mh.wikipedia.org"	"United States"	0.45
"Marshallese"	"mh.wiktionary.org"	"Canada"	0.11
"Marshallese"	"mh.wiktionary.org"	"China"	0.14
"Marshallese"	"mh.wiktionary.org"	"France"	0.03
"Marshallese"	"mh.wiktionary.org"	"Poland"	0.03
"Marshallese"	"mh.wiktionary.org"	"Russia"	0.09
"Marshallese"	"mh.wiktionary.org"	"Sweden"	0.06
"Marshallese"	"mh.wiktionary.org"	"United States"	0.54
"Eastern Mari"	"mhr.wikipedia.org"	"Brazil"	0.01
"Eastern Mari"	"mhr.wikipedia.org"	"Canada"	0.03
"Eastern Mari"	"mhr.wikipedia.org"	"China"	0.04
"Eastern Mari"	"mhr.wikipedia.org"	"France"	0.03
"Eastern Mari"	"mhr.wikipedia.org"	"Germany"	0.06
"Eastern Mari"	"mhr.wikipedia.org"	"Italy"	0.01
"Eastern Mari"	"mhr.wikipedia.org"	"Mexico"	0.03
"Eastern Mari"	"mhr.wikipedia.org"	"Netherlands"	0.02
"Eastern Mari"	"mhr.wikipedia.org"	"Poland"	0.03
"Eastern Mari"	"mhr.wikipedia.org"	"Republic of Korea"	0.01
"Eastern Mari"	"mhr.wikipedia.org"	"Republic of Lithuania"	0.01
"Eastern Mari"	"mhr.wikipedia.org"	"Romania"	0.01
"Eastern Mari"	"mhr.wikipedia.org"	"Russia"	0.13
"Eastern Mari"	"mhr.wikipedia.org"	"Singapore"	0.01
"Eastern Mari"	"mhr.wikipedia.org"	"Sweden"	0.01
"Eastern Mari"	"mhr.wikipedia.org"	"Ukraine"	0.02
"Eastern Mari"	"mhr.wikipedia.org"	"United Kingdom"	0.01
"Eastern Mari"	"mhr.wikipedia.org"	"United States"	0.44
"Eastern Mari"	"mhr.wikipedia.org"	"Other"	0.1
"Maori"	"mi.wikibooks.org"	"Canada"	0.05
"Maori"	"mi.wikibooks.org"	"China"	0.05
"Maori"	"mi.wikibooks.org"	"Germany"	0.05
"Maori"	"mi.wikibooks.org"	"Netherlands"	0.05
"Maori"	"mi.wikibooks.org"	"Russia"	0.14
"Maori"	"mi.wikibooks.org"	"Sweden"	0.05
"Maori"	"mi.wikibooks.org"	"United States"	0.14
"Maori"	"mi.wikibooks.org"	"Vietnam"	0.5
"Maori"	"mi.wikipedia.org"	"Canada"	0.01
"Maori"	"mi.wikipedia.org"	"China"	0.45
"Maori"	"mi.wikipedia.org"	"France"	0.02
"Maori"	"mi.wikipedia.org"	"Germany"	0.03
"Maori"	"mi.wikipedia.org"	"Italy"	0.01
"Maori"	"mi.wikipedia.org"	"Mexico"	0.01
"Maori"	"mi.wikipedia.org"	"New Zealand"	0.01
"Maori"	"mi.wikipedia.org"	"Poland"	0.01
"Maori"	"mi.wikipedia.org"	"Russia"	0.01
"Maori"	"mi.wikipedia.org"	"United States"	0.39
"Maori"	"mi.wikipedia.org"	"Other"	0.06
"Maori"	"mi.wiktionary.org"	"Brazil"	0.01
"Maori"	"mi.wiktionary.org"	"Canada"	0.09
"Maori"	"mi.wiktionary.org"	"China"	0.08
"Maori"	"mi.wiktionary.org"	"France"	0.06
"Maori"	"mi.wiktionary.org"	"Germany"	0.01
"Maori"	"mi.wiktionary.org"	"Italy"	0.02
"Maori"	"mi.wiktionary.org"	"Malaysia"	0.01
"Maori"	"mi.wiktionary.org"	"Netherlands"	0.02
"Maori"	"mi.wiktionary.org"	"Philippines"	0.01
"Maori"	"mi.wiktionary.org"	"Poland"	0.03
"Maori"	"mi.wiktionary.org"	"Portugal"	0.01
"Maori"	"mi.wiktionary.org"	"Russia"	0.05
"Maori"	"mi.wiktionary.org"	"Thailand"	0.01
"Maori"	"mi.wiktionary.org"	"United States"	0.55
"Maori"	"mi.wiktionary.org"	"Vietnam"	0.02
"Minangkabau"	"min.wikipedia.org"	"Canada"	0.02
"Minangkabau"	"min.wikipedia.org"	"China"	0.18
"Minangkabau"	"min.wikipedia.org"	"France"	0.02
"Minangkabau"	"min.wikipedia.org"	"Germany"	0.28
"Minangkabau"	"min.wikipedia.org"	"India"	0.01
"Minangkabau"	"min.wikipedia.org"	"Indonesia"	0.07
"Minangkabau"	"min.wikipedia.org"	"Italy"	0.01
"Minangkabau"	"min.wikipedia.org"	"Japan"	0.04
"Minangkabau"	"min.wikipedia.org"	"Malaysia"	0.01
"Minangkabau"	"min.wikipedia.org"	"Mexico"	0.01
"Minangkabau"	"min.wikipedia.org"	"Netherlands"	0.01
"Minangkabau"	"min.wikipedia.org"	"Poland"	0.01
"Minangkabau"	"min.wikipedia.org"	"Republic of Korea"	0.01
"Minangkabau"	"min.wikipedia.org"	"Romania"	0.01
"Minangkabau"	"min.wikipedia.org"	"Russia"	0.02
"Minangkabau"	"min.wikipedia.org"	"Sweden"	0.01
"Minangkabau"	"min.wikipedia.org"	"United Kingdom"	0.01
"Minangkabau"	"min.wikipedia.org"	"United States"	0.23
"Minangkabau"	"min.wikipedia.org"	"Other"	0.06
"Macedonian"	"mk.wikibooks.org"	"Bulgaria"	0.01
"Macedonian"	"mk.wikibooks.org"	"Canada"	0.03
"Macedonian"	"mk.wikibooks.org"	"China"	0.02
"Macedonian"	"mk.wikibooks.org"	"France"	0.03
"Macedonian"	"mk.wikibooks.org"	"Germany"	0.04
"Macedonian"	"mk.wikibooks.org"	"Greece"	0.01
"Macedonian"	"mk.wikibooks.org"	"Italy"	0.01
"Macedonian"	"mk.wikibooks.org"	"Macedonia"	0.49
"Macedonian"	"mk.wikibooks.org"	"Netherlands"	0.01
"Macedonian"	"mk.wikibooks.org"	"Poland"	0.01
"Macedonian"	"mk.wikibooks.org"	"Russia"	0.03
"Macedonian"	"mk.wikibooks.org"	"United States"	0.17
"Macedonian"	"mk.wikibooks.org"	"Vietnam"	0.1
"Macedonian"	"mk.wikibooks.org"	"Other"	0.04
"Macedonian"	"mk.wikipedia.org"	"Bulgaria"	0.01
"Macedonian"	"mk.wikipedia.org"	"China"	0.04
"Macedonian"	"mk.wikipedia.org"	"France"	0.01
"Macedonian"	"mk.wikipedia.org"	"Germany"	0.03
"Macedonian"	"mk.wikipedia.org"	"Israel"	0.01
"Macedonian"	"mk.wikipedia.org"	"Japan"	0.01
"Macedonian"	"mk.wikipedia.org"	"Macedonia"	0.62
"Macedonian"	"mk.wikipedia.org"	"Netherlands"	0.01
"Macedonian"	"mk.wikipedia.org"	"Poland"	0.01
"Macedonian"	"mk.wikipedia.org"	"Russia"	0.01
"Macedonian"	"mk.wikipedia.org"	"Serbia"	0.01
"Macedonian"	"mk.wikipedia.org"	"Singapore"	0.04
"Macedonian"	"mk.wikipedia.org"	"United Arab Emirates"	0.02
"Macedonian"	"mk.wikipedia.org"	"United States"	0.13
"Macedonian"	"mk.wikipedia.org"	"Other"	0.07
"Macedonian"	"mk.wikisource.org"	"Brazil"	0.01
"Macedonian"	"mk.wikisource.org"	"Bulgaria"	0.02
"Macedonian"	"mk.wikisource.org"	"Canada"	0.04
"Macedonian"	"mk.wikisource.org"	"Germany"	0.01
"Macedonian"	"mk.wikisource.org"	"Ireland"	0.02
"Macedonian"	"mk.wikisource.org"	"Macedonia"	0.61
"Macedonian"	"mk.wikisource.org"	"Poland"	0.01
"Macedonian"	"mk.wikisource.org"	"Russia"	0.03
"Macedonian"	"mk.wikisource.org"	"Serbia"	0.01
"Macedonian"	"mk.wikisource.org"	"United States"	0.2
"Macedonian"	"mk.wikisource.org"	"Other"	0.04
"Macedonian"	"mk.wiktionary.org"	"Belarus"	0.01
"Macedonian"	"mk.wiktionary.org"	"Brazil"	0.01
"Macedonian"	"mk.wiktionary.org"	"Canada"	0.1
"Macedonian"	"mk.wiktionary.org"	"China"	0.03
"Macedonian"	"mk.wiktionary.org"	"Croatia"	0.01
"Macedonian"	"mk.wiktionary.org"	"France"	0.03
"Macedonian"	"mk.wiktionary.org"	"Germany"	0.03
"Macedonian"	"mk.wiktionary.org"	"Indonesia"	0.01
"Macedonian"	"mk.wiktionary.org"	"Japan"	0.01
"Macedonian"	"mk.wiktionary.org"	"Macedonia"	0.1
"Macedonian"	"mk.wiktionary.org"	"Netherlands"	0.07
"Macedonian"	"mk.wiktionary.org"	"Pakistan"	0.01
"Macedonian"	"mk.wiktionary.org"	"Republic of Korea"	0.06
"Macedonian"	"mk.wiktionary.org"	"Romania"	0.01
"Macedonian"	"mk.wiktionary.org"	"Russia"	0.04
"Macedonian"	"mk.wiktionary.org"	"Réunion"	0.01
"Macedonian"	"mk.wiktionary.org"	"Sweden"	0.01
"Macedonian"	"mk.wiktionary.org"	"Thailand"	0.04
"Macedonian"	"mk.wiktionary.org"	"Ukraine"	0.01
"Macedonian"	"mk.wiktionary.org"	"United States"	0.38
"Macedonian"	"mk.wiktionary.org"	"Vietnam"	0.03
"Malayalam"	"ml.wikibooks.org"	"Bahrain"	0.01
"Malayalam"	"ml.wikibooks.org"	"Canada"	0.06
"Malayalam"	"ml.wikibooks.org"	"China"	0.02
"Malayalam"	"ml.wikibooks.org"	"Colombia"	0.01
"Malayalam"	"ml.wikibooks.org"	"Djibouti"	0.01
"Malayalam"	"ml.wikibooks.org"	"France"	0.01
"Malayalam"	"ml.wikibooks.org"	"India"	0.23
"Malayalam"	"ml.wikibooks.org"	"Netherlands"	0.01
"Malayalam"	"ml.wikibooks.org"	"Russia"	0.06
"Malayalam"	"ml.wikibooks.org"	"Saudi Arabia"	0.02
"Malayalam"	"ml.wikibooks.org"	"Singapore"	0.01
"Malayalam"	"ml.wikibooks.org"	"Spain"	0.01
"Malayalam"	"ml.wikibooks.org"	"Sweden"	0.02
"Malayalam"	"ml.wikibooks.org"	"Thailand"	0.01
"Malayalam"	"ml.wikibooks.org"	"United Arab Emirates"	0.03
"Malayalam"	"ml.wikibooks.org"	"United Kingdom"	0.01
"Malayalam"	"ml.wikibooks.org"	"United States"	0.23
"Malayalam"	"ml.wikibooks.org"	"Vietnam"	0.28
"Malayalam"	"ml.wikipedia.org"	"Bahrain"	0.01
"Malayalam"	"ml.wikipedia.org"	"Canada"	0.01
"Malayalam"	"ml.wikipedia.org"	"China"	0.04
"Malayalam"	"ml.wikipedia.org"	"France"	0.01
"Malayalam"	"ml.wikipedia.org"	"Germany"	0.02
"Malayalam"	"ml.wikipedia.org"	"India"	0.54
"Malayalam"	"ml.wikipedia.org"	"Japan"	0.01
"Malayalam"	"ml.wikipedia.org"	"Kuwait"	0.01
"Malayalam"	"ml.wikipedia.org"	"Mexico"	0.01
"Malayalam"	"ml.wikipedia.org"	"Oman"	0.01
"Malayalam"	"ml.wikipedia.org"	"Poland"	0.01
"Malayalam"	"ml.wikipedia.org"	"Qatar"	0.02
"Malayalam"	"ml.wikipedia.org"	"Saudi Arabia"	0.04
"Malayalam"	"ml.wikipedia.org"	"United Arab Emirates"	0.06
"Malayalam"	"ml.wikipedia.org"	"United States"	0.16
"Malayalam"	"ml.wikipedia.org"	"Other"	0.06
"Malayalam"	"ml.wikiquote.org"	"Canada"	0.08
"Malayalam"	"ml.wikiquote.org"	"China"	0.02
"Malayalam"	"ml.wikiquote.org"	"France"	0.05
"Malayalam"	"ml.wikiquote.org"	"India"	0.23
"Malayalam"	"ml.wikiquote.org"	"Kuwait"	0.01
"Malayalam"	"ml.wikiquote.org"	"Netherlands"	0.05
"Malayalam"	"ml.wikiquote.org"	"Oman"	0.01
"Malayalam"	"ml.wikiquote.org"	"Poland"	0.01
"Malayalam"	"ml.wikiquote.org"	"Qatar"	0.02
"Malayalam"	"ml.wikiquote.org"	"Russia"	0.02
"Malayalam"	"ml.wikiquote.org"	"Saudi Arabia"	0.02
"Malayalam"	"ml.wikiquote.org"	"Sweden"	0.01
"Malayalam"	"ml.wikiquote.org"	"United Arab Emirates"	0.02
"Malayalam"	"ml.wikiquote.org"	"United States"	0.29
"Malayalam"	"ml.wikiquote.org"	"Vietnam"	0.14
"Malayalam"	"ml.wikiquote.org"	"Other"	0.03
"Malayalam"	"ml.wikisource.org"	"Australia"	0.1
"Malayalam"	"ml.wikisource.org"	"Canada"	0.03
"Malayalam"	"ml.wikisource.org"	"China"	0.01
"Malayalam"	"ml.wikisource.org"	"France"	0.03
"Malayalam"	"ml.wikisource.org"	"Germany"	0.01
"Malayalam"	"ml.wikisource.org"	"India"	0.38
"Malayalam"	"ml.wikisource.org"	"Kuwait"	0.01
"Malayalam"	"ml.wikisource.org"	"Netherlands"	0.02
"Malayalam"	"ml.wikisource.org"	"Oman"	0.01
"Malayalam"	"ml.wikisource.org"	"Qatar"	0.01
"Malayalam"	"ml.wikisource.org"	"Russia"	0.01
"Malayalam"	"ml.wikisource.org"	"Saudi Arabia"	0.02
"Malayalam"	"ml.wikisource.org"	"United Arab Emirates"	0.03
"Malayalam"	"ml.wikisource.org"	"United Kingdom"	0.01
"Malayalam"	"ml.wikisource.org"	"United States"	0.3
"Malayalam"	"ml.wikisource.org"	"Other"	0.03
"Malayalam"	"ml.wiktionary.org"	"Bahrain"	0.01
"Malayalam"	"ml.wiktionary.org"	"Canada"	0.01
"Malayalam"	"ml.wiktionary.org"	"China"	0.02
"Malayalam"	"ml.wiktionary.org"	"France"	0.02
"Malayalam"	"ml.wiktionary.org"	"Germany"	0.01
"Malayalam"	"ml.wiktionary.org"	"India"	0.23
"Malayalam"	"ml.wiktionary.org"	"Kuwait"	0.01
"Malayalam"	"ml.wiktionary.org"	"Netherlands"	0.02
"Malayalam"	"ml.wiktionary.org"	"Oman"	0.01
"Malayalam"	"ml.wiktionary.org"	"Qatar"	0.01
"Malayalam"	"ml.wiktionary.org"	"Republic of Korea"	0.05
"Malayalam"	"ml.wiktionary.org"	"Russia"	0.01
"Malayalam"	"ml.wiktionary.org"	"Saudi Arabia"	0.01
"Malayalam"	"ml.wiktionary.org"	"Singapore"	0.14
"Malayalam"	"ml.wiktionary.org"	"United Arab Emirates"	0.04
"Malayalam"	"ml.wiktionary.org"	"United Kingdom"	0.01
"Malayalam"	"ml.wiktionary.org"	"United States"	0.35
"Malayalam"	"ml.wiktionary.org"	"Vietnam"	0.01
"Malayalam"	"ml.wiktionary.org"	"Other"	0.03
"Mongolian"	"mn.wikibooks.org"	"Canada"	0.15
"Mongolian"	"mn.wikibooks.org"	"Chile"	0.02
"Mongolian"	"mn.wikibooks.org"	"China"	0.02
"Mongolian"	"mn.wikibooks.org"	"Mongolia"	0.02
"Mongolian"	"mn.wikibooks.org"	"Netherlands"	0.02
"Mongolian"	"mn.wikibooks.org"	"United States"	0.53
"Mongolian"	"mn.wikibooks.org"	"Vietnam"	0.25
"Mongolian"	"mn.wikipedia.org"	"Canada"	0.01
"Mongolian"	"mn.wikipedia.org"	"China"	0.01
"Mongolian"	"mn.wikipedia.org"	"France"	0.01
"Mongolian"	"mn.wikipedia.org"	"Germany"	0.02
"Mongolian"	"mn.wikipedia.org"	"Japan"	0.01
"Mongolian"	"mn.wikipedia.org"	"Mexico"	0.01
"Mongolian"	"mn.wikipedia.org"	"Mongolia"	0.7
"Mongolian"	"mn.wikipedia.org"	"Netherlands"	0.01
"Mongolian"	"mn.wikipedia.org"	"Poland"	0.01
"Mongolian"	"mn.wikipedia.org"	"Republic of Korea"	0.01
"Mongolian"	"mn.wikipedia.org"	"Russia"	0.01
"Mongolian"	"mn.wikipedia.org"	"United States"	0.16
"Mongolian"	"mn.wikipedia.org"	"Other"	0.06
"Mongolian"	"mn.wiktionary.org"	"Brazil"	0.05
"Mongolian"	"mn.wiktionary.org"	"Canada"	0.03
"Mongolian"	"mn.wiktionary.org"	"China"	0.08
"Mongolian"	"mn.wiktionary.org"	"France"	0.02
"Mongolian"	"mn.wiktionary.org"	"Italy"	0.01
"Mongolian"	"mn.wiktionary.org"	"Mongolia"	0.55
"Mongolian"	"mn.wiktionary.org"	"Netherlands"	0.01
"Mongolian"	"mn.wiktionary.org"	"Poland"	0.01
"Mongolian"	"mn.wiktionary.org"	"Republic of Korea"	0.03
"Mongolian"	"mn.wiktionary.org"	"Russia"	0.03
"Mongolian"	"mn.wiktionary.org"	"United States"	0.15
"Mongolian"	"mn.wiktionary.org"	"Vietnam"	0.02
"Mongolian"	"mn.wiktionary.org"	"Other"	0.02
"молдовеняскэ"	"mo.wikipedia.org"	"Australia"	0.01
"молдовеняскэ"	"mo.wikipedia.org"	"Canada"	0.03
"молдовеняскэ"	"mo.wikipedia.org"	"China"	0.11
"молдовеняскэ"	"mo.wikipedia.org"	"France"	0.02
"молдовеняскэ"	"mo.wikipedia.org"	"Germany"	0.03
"молдовеняскэ"	"mo.wikipedia.org"	"Italy"	0.02
"молдовеняскэ"	"mo.wikipedia.org"	"Mexico"	0.01
"молдовеняскэ"	"mo.wikipedia.org"	"Netherlands"	0.01
"молдовеняскэ"	"mo.wikipedia.org"	"Poland"	0.02
"молдовеняскэ"	"mo.wikipedia.org"	"Republic of Lithuania"	0.01
"молдовеняскэ"	"mo.wikipedia.org"	"Republic of Moldova"	0.02
"молдовеняскэ"	"mo.wikipedia.org"	"Romania"	0.05
"молдовеняскэ"	"mo.wikipedia.org"	"Russia"	0.1
"молдовеняскэ"	"mo.wikipedia.org"	"Spain"	0.01
"молдовеняскэ"	"mo.wikipedia.org"	"Switzerland"	0.01
"молдовеняскэ"	"mo.wikipedia.org"	"Turkey"	0.01
"молдовеняскэ"	"mo.wikipedia.org"	"Ukraine"	0.02
"молдовеняскэ"	"mo.wikipedia.org"	"United Kingdom"	0.21
"молдовеняскэ"	"mo.wikipedia.org"	"United States"	0.28
"молдовеняскэ"	"mo.wikipedia.org"	"Other"	0.05
"молдовеняскэ"	"mo.wiktionary.org"	"China"	0.22
"молдовеняскэ"	"mo.wiktionary.org"	"France"	0.11
"молдовеняскэ"	"mo.wiktionary.org"	"Russia"	0.33
"молдовеняскэ"	"mo.wiktionary.org"	"Sweden"	0.11
"молдовеняскэ"	"mo.wiktionary.org"	"United States"	0.22
"Marathi"	"mr.wikibooks.org"	"Canada"	0.06
"Marathi"	"mr.wikibooks.org"	"China"	0.03
"Marathi"	"mr.wikibooks.org"	"Germany"	0.01
"Marathi"	"mr.wikibooks.org"	"India"	0.46
"Marathi"	"mr.wikibooks.org"	"Italy"	0.01
"Marathi"	"mr.wikibooks.org"	"Netherlands"	0.01
"Marathi"	"mr.wikibooks.org"	"Poland"	0.01
"Marathi"	"mr.wikibooks.org"	"Russia"	0.03
"Marathi"	"mr.wikibooks.org"	"United States"	0.25
"Marathi"	"mr.wikibooks.org"	"Vietnam"	0.12
"Marathi"	"mr.wikibooks.org"	"Other"	0.01
"Marathi"	"mr.wikipedia.org"	"Canada"	0.01
"Marathi"	"mr.wikipedia.org"	"China"	0.01
"Marathi"	"mr.wikipedia.org"	"France"	0.01
"Marathi"	"mr.wikipedia.org"	"Germany"	0.02
"Marathi"	"mr.wikipedia.org"	"India"	0.76
"Marathi"	"mr.wikipedia.org"	"Israel"	0.03
"Marathi"	"mr.wikipedia.org"	"United States"	0.12
"Marathi"	"mr.wikipedia.org"	"Other"	0.05
"Marathi"	"mr.wikiquote.org"	"Canada"	0.09
"Marathi"	"mr.wikiquote.org"	"China"	0.02
"Marathi"	"mr.wikiquote.org"	"India"	0.11
"Marathi"	"mr.wikiquote.org"	"Ireland"	0.02
"Marathi"	"mr.wikiquote.org"	"Netherlands"	0.02
"Marathi"	"mr.wikiquote.org"	"Republic of Korea"	0.01
