"language"	"project"	"country"	"pageviews_percentage"
"Gagauz"	"gag.wikipedia.org"	"Germany"	0.05
"Gagauz"	"gag.wikipedia.org"	"India"	0.01
"Gagauz"	"gag.wikipedia.org"	"Mexico"	0.01
"Gagauz"	"gag.wikipedia.org"	"Netherlands"	0.02
"Gagauz"	"gag.wikipedia.org"	"Poland"	0.03
"Gagauz"	"gag.wikipedia.org"	"Republic of Korea"	0.01
"Gagauz"	"gag.wikipedia.org"	"Republic of Moldova"	0.01
"Gagauz"	"gag.wikipedia.org"	"Romania"	0.11
"Gagauz"	"gag.wikipedia.org"	"Russia"	0.04
"Gagauz"	"gag.wikipedia.org"	"Sweden"	0.01
"Gagauz"	"gag.wikipedia.org"	"Turkey"	0.07
"Gagauz"	"gag.wikipedia.org"	"Ukraine"	0.01
"Gagauz"	"gag.wikipedia.org"	"United Kingdom"	0.01
"Gagauz"	"gag.wikipedia.org"	"United States"	0.41
"Gagauz"	"gag.wikipedia.org"	"Other"	0.08
"Gan"	"gan.wikipedia.org"	"Australia"	0.01
"Gan"	"gan.wikipedia.org"	"Canada"	0.02
"Gan"	"gan.wikipedia.org"	"China"	0.2
"Gan"	"gan.wikipedia.org"	"France"	0.02
"Gan"	"gan.wikipedia.org"	"Germany"	0.09
"Gan"	"gan.wikipedia.org"	"Hong Kong"	0.03
"Gan"	"gan.wikipedia.org"	"Italy"	0.01
"Gan"	"gan.wikipedia.org"	"Japan"	0.01
"Gan"	"gan.wikipedia.org"	"Mexico"	0.01
"Gan"	"gan.wikipedia.org"	"Netherlands"	0.01
"Gan"	"gan.wikipedia.org"	"Poland"	0.02
"Gan"	"gan.wikipedia.org"	"Republic of Korea"	0.02
"Gan"	"gan.wikipedia.org"	"Romania"	0.04
"Gan"	"gan.wikipedia.org"	"Russia"	0.01
"Gan"	"gan.wikipedia.org"	"Singapore"	0.01
"Gan"	"gan.wikipedia.org"	"Spain"	0.01
"Gan"	"gan.wikipedia.org"	"Taiwan"	0.08
"Gan"	"gan.wikipedia.org"	"United Kingdom"	0.01
"Gan"	"gan.wikipedia.org"	"United States"	0.31
"Gan"	"gan.wikipedia.org"	"Other"	0.08
"Scottish Gaelic"	"gd.wikipedia.org"	"Canada"	0.02
"Scottish Gaelic"	"gd.wikipedia.org"	"China"	0.31
"Scottish Gaelic"	"gd.wikipedia.org"	"France"	0.01
"Scottish Gaelic"	"gd.wikipedia.org"	"Germany"	0.06
"Scottish Gaelic"	"gd.wikipedia.org"	"Italy"	0.01
"Scottish Gaelic"	"gd.wikipedia.org"	"Japan"	0.01
"Scottish Gaelic"	"gd.wikipedia.org"	"Mexico"	0.01
"Scottish Gaelic"	"gd.wikipedia.org"	"Netherlands"	0.01
"Scottish Gaelic"	"gd.wikipedia.org"	"Poland"	0.01
"Scottish Gaelic"	"gd.wikipedia.org"	"Republic of Korea"	0.01
"Scottish Gaelic"	"gd.wikipedia.org"	"Republic of Lithuania"	0.01
"Scottish Gaelic"	"gd.wikipedia.org"	"Romania"	0.04
"Scottish Gaelic"	"gd.wikipedia.org"	"Russia"	0.01
"Scottish Gaelic"	"gd.wikipedia.org"	"United Kingdom"	0.03
"Scottish Gaelic"	"gd.wikipedia.org"	"United States"	0.38
"Scottish Gaelic"	"gd.wikipedia.org"	"Other"	0.07
"Scottish Gaelic"	"gd.wiktionary.org"	"Austria"	0.01
"Scottish Gaelic"	"gd.wiktionary.org"	"Bangladesh"	0.01
"Scottish Gaelic"	"gd.wiktionary.org"	"Belgium"	0.01
"Scottish Gaelic"	"gd.wiktionary.org"	"Brazil"	0.01
"Scottish Gaelic"	"gd.wiktionary.org"	"Canada"	0.08
"Scottish Gaelic"	"gd.wiktionary.org"	"China"	0.02
"Scottish Gaelic"	"gd.wiktionary.org"	"France"	0.04
"Scottish Gaelic"	"gd.wiktionary.org"	"Japan"	0.01
"Scottish Gaelic"	"gd.wiktionary.org"	"Luxembourg"	0.01
"Scottish Gaelic"	"gd.wiktionary.org"	"Netherlands"	0.28
"Scottish Gaelic"	"gd.wiktionary.org"	"Portugal"	0.01
"Scottish Gaelic"	"gd.wiktionary.org"	"Republic of Korea"	0.02
"Scottish Gaelic"	"gd.wiktionary.org"	"Russia"	0.03
"Scottish Gaelic"	"gd.wiktionary.org"	"Thailand"	0.01
"Scottish Gaelic"	"gd.wiktionary.org"	"Ukraine"	0.02
"Scottish Gaelic"	"gd.wiktionary.org"	"United States"	0.43
"Scottish Gaelic"	"gd.wiktionary.org"	"Vietnam"	0.01
"Galician"	"gl.wikibooks.org"	"Canada"	0.03
"Galician"	"gl.wikibooks.org"	"China"	0.01
"Galician"	"gl.wikibooks.org"	"Guatemala"	0.01
"Galician"	"gl.wikibooks.org"	"Japan"	0.01
"Galician"	"gl.wikibooks.org"	"Russia"	0.49
"Galician"	"gl.wikibooks.org"	"Spain"	0.19
"Galician"	"gl.wikibooks.org"	"United States"	0.16
"Galician"	"gl.wikibooks.org"	"Vietnam"	0.09
"Galician"	"gl.wikibooks.org"	"Other"	0.02
"Galician"	"gl.wikipedia.org"	"Argentina"	0.01
"Galician"	"gl.wikipedia.org"	"Brazil"	0.02
"Galician"	"gl.wikipedia.org"	"Canada"	0.01
"Galician"	"gl.wikipedia.org"	"China"	0.06
"Galician"	"gl.wikipedia.org"	"Colombia"	0.01
"Galician"	"gl.wikipedia.org"	"France"	0.05
"Galician"	"gl.wikipedia.org"	"Germany"	0.04
"Galician"	"gl.wikipedia.org"	"Italy"	0.01
"Galician"	"gl.wikipedia.org"	"Japan"	0.01
"Galician"	"gl.wikipedia.org"	"Mexico"	0.03
"Galician"	"gl.wikipedia.org"	"Netherlands"	0.01
"Galician"	"gl.wikipedia.org"	"Poland"	0.01
"Galician"	"gl.wikipedia.org"	"Portugal"	0.01
"Galician"	"gl.wikipedia.org"	"Romania"	0.03
"Galician"	"gl.wikipedia.org"	"Russia"	0.02
"Galician"	"gl.wikipedia.org"	"Spain"	0.31
"Galician"	"gl.wikipedia.org"	"United Kingdom"	0.01
"Galician"	"gl.wikipedia.org"	"United States"	0.29
"Galician"	"gl.wikipedia.org"	"Other"	0.07
"Galician"	"gl.wikiquote.org"	"Canada"	0.05
"Galician"	"gl.wikiquote.org"	"China"	0.27
"Galician"	"gl.wikiquote.org"	"France"	0.01
"Galician"	"gl.wikiquote.org"	"Germany"	0.02
"Galician"	"gl.wikiquote.org"	"India"	0.01
"Galician"	"gl.wikiquote.org"	"Netherlands"	0.02
"Galician"	"gl.wikiquote.org"	"Poland"	0.01
"Galician"	"gl.wikiquote.org"	"Russia"	0.01
"Galician"	"gl.wikiquote.org"	"Spain"	0.01
"Galician"	"gl.wikiquote.org"	"Ukraine"	0.02
"Galician"	"gl.wikiquote.org"	"United States"	0.3
"Galician"	"gl.wikiquote.org"	"Vietnam"	0.25
"Galician"	"gl.wikiquote.org"	"Other"	0.01
"Galician"	"gl.wikisource.org"	"Austria"	0.01
"Galician"	"gl.wikisource.org"	"Brazil"	0.02
"Galician"	"gl.wikisource.org"	"Canada"	0.07
"Galician"	"gl.wikisource.org"	"China"	0.04
"Galician"	"gl.wikisource.org"	"Germany"	0.05
"Galician"	"gl.wikisource.org"	"Netherlands"	0.02
"Galician"	"gl.wikisource.org"	"Poland"	0.01
"Galician"	"gl.wikisource.org"	"Romania"	0.03
"Galician"	"gl.wikisource.org"	"Russia"	0.02
"Galician"	"gl.wikisource.org"	"Singapore"	0.01
"Galician"	"gl.wikisource.org"	"Spain"	0.08
"Galician"	"gl.wikisource.org"	"Sweden"	0.05
"Galician"	"gl.wikisource.org"	"Switzerland"	0.01
"Galician"	"gl.wikisource.org"	"Ukraine"	0.01
"Galician"	"gl.wikisource.org"	"United States"	0.57
"Galician"	"gl.wiktionary.org"	"Brazil"	0.01
"Galician"	"gl.wiktionary.org"	"Canada"	0.01
"Galician"	"gl.wiktionary.org"	"China"	0.1
"Galician"	"gl.wiktionary.org"	"France"	0.06
"Galician"	"gl.wiktionary.org"	"Germany"	0.03
"Galician"	"gl.wiktionary.org"	"Italy"	0.01
"Galician"	"gl.wiktionary.org"	"Japan"	0.01
"Galician"	"gl.wiktionary.org"	"Netherlands"	0.06
"Galician"	"gl.wiktionary.org"	"Poland"	0.01
"Galician"	"gl.wiktionary.org"	"Republic of Korea"	0.05
"Galician"	"gl.wiktionary.org"	"Russia"	0.03
"Galician"	"gl.wiktionary.org"	"Réunion"	0.01
"Galician"	"gl.wiktionary.org"	"Spain"	0.24
"Galician"	"gl.wiktionary.org"	"United Kingdom"	0.01
"Galician"	"gl.wiktionary.org"	"United States"	0.29
"Galician"	"gl.wiktionary.org"	"Vietnam"	0.04
"Galician"	"gl.wiktionary.org"	"Other"	0.05
"Gilaki"	"glk.wikipedia.org"	"Canada"	0.03
"Gilaki"	"glk.wikipedia.org"	"China"	0.03
"Gilaki"	"glk.wikipedia.org"	"Egypt"	0.02
"Gilaki"	"glk.wikipedia.org"	"France"	0.01
"Gilaki"	"glk.wikipedia.org"	"Germany"	0.06
"Gilaki"	"glk.wikipedia.org"	"India"	0.01
"Gilaki"	"glk.wikipedia.org"	"Iran"	0.27
"Gilaki"	"glk.wikipedia.org"	"Ireland"	0.01
"Gilaki"	"glk.wikipedia.org"	"Netherlands"	0.02
"Gilaki"	"glk.wikipedia.org"	"Pakistan"	0.02
"Gilaki"	"glk.wikipedia.org"	"Poland"	0.01
"Gilaki"	"glk.wikipedia.org"	"Romania"	0.06
"Gilaki"	"glk.wikipedia.org"	"Russia"	0.01
"Gilaki"	"glk.wikipedia.org"	"Sudan"	0.01
"Gilaki"	"glk.wikipedia.org"	"United Kingdom"	0.01
"Gilaki"	"glk.wikipedia.org"	"United States"	0.37
"Gilaki"	"glk.wikipedia.org"	"Other"	0.07
"Guarani"	"gn.wikibooks.org"	"Canada"	0.06
"Guarani"	"gn.wikibooks.org"	"Russia"	0.11
"Guarani"	"gn.wikibooks.org"	"United States"	0.11
"Guarani"	"gn.wikibooks.org"	"Vietnam"	0.72
"Guarani"	"gn.wikipedia.org"	"Argentina"	0.01
"Guarani"	"gn.wikipedia.org"	"Brazil"	0.01
"Guarani"	"gn.wikipedia.org"	"Canada"	0.01
"Guarani"	"gn.wikipedia.org"	"China"	0.42
"Guarani"	"gn.wikipedia.org"	"France"	0.02
"Guarani"	"gn.wikipedia.org"	"Germany"	0.03
"Guarani"	"gn.wikipedia.org"	"Italy"	0.01
"Guarani"	"gn.wikipedia.org"	"Mexico"	0.02
"Guarani"	"gn.wikipedia.org"	"Netherlands"	0.01
"Guarani"	"gn.wikipedia.org"	"Paraguay"	0.15
"Guarani"	"gn.wikipedia.org"	"Poland"	0.02
"Guarani"	"gn.wikipedia.org"	"Republic of Korea"	0.01
"Guarani"	"gn.wikipedia.org"	"Republic of Lithuania"	0.01
"Guarani"	"gn.wikipedia.org"	"Romania"	0.03
"Guarani"	"gn.wikipedia.org"	"Russia"	0.01
"Guarani"	"gn.wikipedia.org"	"Spain"	0.01
"Guarani"	"gn.wikipedia.org"	"Sweden"	0.01
"Guarani"	"gn.wikipedia.org"	"United Kingdom"	0.01
"Guarani"	"gn.wikipedia.org"	"United States"	0.19
"Guarani"	"gn.wikipedia.org"	"Other"	0.05
"Guarani"	"gn.wiktionary.org"	"Bolivia"	0.01
"Guarani"	"gn.wiktionary.org"	"Brazil"	0.01
"Guarani"	"gn.wiktionary.org"	"Canada"	0.08
"Guarani"	"gn.wiktionary.org"	"China"	0.15
"Guarani"	"gn.wiktionary.org"	"Ethiopia"	0.01
"Guarani"	"gn.wiktionary.org"	"France"	0.03
"Guarani"	"gn.wiktionary.org"	"Germany"	0.01
"Guarani"	"gn.wiktionary.org"	"Hong Kong"	0.01
"Guarani"	"gn.wiktionary.org"	"Netherlands"	0.05
"Guarani"	"gn.wiktionary.org"	"Paraguay"	0.13
"Guarani"	"gn.wiktionary.org"	"Poland"	0.01
"Guarani"	"gn.wiktionary.org"	"Republic of Korea"	0.02
"Guarani"	"gn.wiktionary.org"	"Republic of Moldova"	0.01
"Guarani"	"gn.wiktionary.org"	"Romania"	0.01
"Guarani"	"gn.wiktionary.org"	"Russia"	0.03
"Guarani"	"gn.wiktionary.org"	"Spain"	0.02
"Guarani"	"gn.wiktionary.org"	"Sweden"	0.01
"Guarani"	"gn.wiktionary.org"	"Thailand"	0.01
"Guarani"	"gn.wiktionary.org"	"Turkey"	0.01
"Guarani"	"gn.wiktionary.org"	"Ukraine"	0.01
"Guarani"	"gn.wiktionary.org"	"United Kingdom"	0.01
"Guarani"	"gn.wiktionary.org"	"United States"	0.34
"Guarani"	"gn.wiktionary.org"	"Vietnam"	0.03
"Gothic"	"got.wikibooks.org"	"China"	0.1
"Gothic"	"got.wikibooks.org"	"Netherlands"	0.05
"Gothic"	"got.wikibooks.org"	"Russia"	0.14
"Gothic"	"got.wikibooks.org"	"Vietnam"	0.71
"Gothic"	"got.wikipedia.org"	"Canada"	0.04
"Gothic"	"got.wikipedia.org"	"China"	0.22
"Gothic"	"got.wikipedia.org"	"France"	0.03
"Gothic"	"got.wikipedia.org"	"Germany"	0.05
"Gothic"	"got.wikipedia.org"	"Italy"	0.01
"Gothic"	"got.wikipedia.org"	"Netherlands"	0.02
"Gothic"	"got.wikipedia.org"	"Poland"	0.03
"Gothic"	"got.wikipedia.org"	"Republic of Korea"	0.01
"Gothic"	"got.wikipedia.org"	"Republic of Lithuania"	0.02
"Gothic"	"got.wikipedia.org"	"Romania"	0.06
"Gothic"	"got.wikipedia.org"	"Russia"	0.03
"Gothic"	"got.wikipedia.org"	"Spain"	0.01
"Gothic"	"got.wikipedia.org"	"Sweden"	0.01
"Gothic"	"got.wikipedia.org"	"Turkey"	0.01
"Gothic"	"got.wikipedia.org"	"Ukraine"	0.02
"Gothic"	"got.wikipedia.org"	"United Kingdom"	0.01
"Gothic"	"got.wikipedia.org"	"United States"	0.36
"Gothic"	"got.wikipedia.org"	"Other"	0.08
"Gujarati"	"gu.wikibooks.org"	"Canada"	0.22
"Gujarati"	"gu.wikibooks.org"	"China"	0.02
"Gujarati"	"gu.wikibooks.org"	"France"	0.02
"Gujarati"	"gu.wikibooks.org"	"India"	0.05
"Gujarati"	"gu.wikibooks.org"	"Ireland"	0.02
"Gujarati"	"gu.wikibooks.org"	"Malaysia"	0.02
"Gujarati"	"gu.wikibooks.org"	"Poland"	0.02
"Gujarati"	"gu.wikibooks.org"	"Russia"	0.02
"Gujarati"	"gu.wikibooks.org"	"Sweden"	0.03
"Gujarati"	"gu.wikibooks.org"	"United States"	0.44
"Gujarati"	"gu.wikibooks.org"	"Vietnam"	0.16
"Gujarati"	"gu.wikipedia.org"	"Canada"	0.02
"Gujarati"	"gu.wikipedia.org"	"China"	0.02
"Gujarati"	"gu.wikipedia.org"	"France"	0.01
"Gujarati"	"gu.wikipedia.org"	"Germany"	0.03
"Gujarati"	"gu.wikipedia.org"	"India"	0.64
"Gujarati"	"gu.wikipedia.org"	"Japan"	0.01
"Gujarati"	"gu.wikipedia.org"	"Mexico"	0.01
"Gujarati"	"gu.wikipedia.org"	"Netherlands"	0.01
"Gujarati"	"gu.wikipedia.org"	"Poland"	0.01
"Gujarati"	"gu.wikipedia.org"	"Romania"	0.06
"Gujarati"	"gu.wikipedia.org"	"United Kingdom"	0.01
"Gujarati"	"gu.wikipedia.org"	"United States"	0.15
"Gujarati"	"gu.wikipedia.org"	"Other"	0.05
"Gujarati"	"gu.wikiquote.org"	"Canada"	0.06
"Gujarati"	"gu.wikiquote.org"	"China"	0.02
"Gujarati"	"gu.wikiquote.org"	"France"	0.04
"Gujarati"	"gu.wikiquote.org"	"Germany"	0.09
"Gujarati"	"gu.wikiquote.org"	"India"	0.14
"Gujarati"	"gu.wikiquote.org"	"Japan"	0.01
"Gujarati"	"gu.wikiquote.org"	"Netherlands"	0.01
"Gujarati"	"gu.wikiquote.org"	"Poland"	0.01
"Gujarati"	"gu.wikiquote.org"	"Republic of Moldova"	0.01
"Gujarati"	"gu.wikiquote.org"	"Romania"	0.01
"Gujarati"	"gu.wikiquote.org"	"Russia"	0.05
"Gujarati"	"gu.wikiquote.org"	"Sweden"	0.01
"Gujarati"	"gu.wikiquote.org"	"Thailand"	0.01
"Gujarati"	"gu.wikiquote.org"	"Ukraine"	0.01
"Gujarati"	"gu.wikiquote.org"	"United Kingdom"	0.01
"Gujarati"	"gu.wikiquote.org"	"United States"	0.23
"Gujarati"	"gu.wikiquote.org"	"Vietnam"	0.29
"Gujarati"	"gu.wikisource.org"	"Canada"	0.03
"Gujarati"	"gu.wikisource.org"	"France"	0.01
"Gujarati"	"gu.wikisource.org"	"Germany"	0.01
"Gujarati"	"gu.wikisource.org"	"India"	0.67
"Gujarati"	"gu.wikisource.org"	"Ireland"	0.01
"Gujarati"	"gu.wikisource.org"	"Netherlands"	0.02
"Gujarati"	"gu.wikisource.org"	"New Zealand"	0.01
"Gujarati"	"gu.wikisource.org"	"Oman"	0.01
"Gujarati"	"gu.wikisource.org"	"Poland"	0.01
"Gujarati"	"gu.wikisource.org"	"Russia"	0.05
"Gujarati"	"gu.wikisource.org"	"United Kingdom"	0.01
"Gujarati"	"gu.wikisource.org"	"United States"	0.17
"Gujarati"	"gu.wikisource.org"	"Other"	0.02
"Gujarati"	"gu.wiktionary.org"	"Bulgaria"	0.01
"Gujarati"	"gu.wiktionary.org"	"Canada"	0.03
"Gujarati"	"gu.wiktionary.org"	"China"	0.06
"Gujarati"	"gu.wiktionary.org"	"Finland"	0.01
"Gujarati"	"gu.wiktionary.org"	"France"	0.01
"Gujarati"	"gu.wiktionary.org"	"Germany"	0.01
"Gujarati"	"gu.wiktionary.org"	"India"	0.12
"Gujarati"	"gu.wiktionary.org"	"Japan"	0.01
"Gujarati"	"gu.wiktionary.org"	"Myanmar [Burma]"	0.02
"Gujarati"	"gu.wiktionary.org"	"Netherlands"	0.11
"Gujarati"	"gu.wiktionary.org"	"Norway"	0.01
"Gujarati"	"gu.wiktionary.org"	"Poland"	0.01
"Gujarati"	"gu.wiktionary.org"	"Republic of Korea"	0.04
"Gujarati"	"gu.wiktionary.org"	"Romania"	0.05
"Gujarati"	"gu.wiktionary.org"	"Russia"	0.05
"Gujarati"	"gu.wiktionary.org"	"Réunion"	0.01
"Gujarati"	"gu.wiktionary.org"	"Sweden"	0.02
"Gujarati"	"gu.wiktionary.org"	"Thailand"	0.06
"Gujarati"	"gu.wiktionary.org"	"Turkey"	0.01
"Gujarati"	"gu.wiktionary.org"	"United Kingdom"	0.01
"Gujarati"	"gu.wiktionary.org"	"United States"	0.32
"Gujarati"	"gu.wiktionary.org"	"Vietnam"	0.03
"Manx"	"gv.wikipedia.org"	"Australia"	0.01
"Manx"	"gv.wikipedia.org"	"Brazil"	0.01
"Manx"	"gv.wikipedia.org"	"Canada"	0.03
"Manx"	"gv.wikipedia.org"	"China"	0.09
"Manx"	"gv.wikipedia.org"	"France"	0.03
"Manx"	"gv.wikipedia.org"	"Germany"	0.06
"Manx"	"gv.wikipedia.org"	"India"	0.01
"Manx"	"gv.wikipedia.org"	"Ireland"	0.01
"Manx"	"gv.wikipedia.org"	"Italy"	0.01
"Manx"	"gv.wikipedia.org"	"Japan"	0.01
"Manx"	"gv.wikipedia.org"	"Mexico"	0.02
"Manx"	"gv.wikipedia.org"	"Netherlands"	0.01
"Manx"	"gv.wikipedia.org"	"Poland"	0.04
"Manx"	"gv.wikipedia.org"	"Republic of Korea"	0.01
"Manx"	"gv.wikipedia.org"	"Republic of Lithuania"	0.01
"Manx"	"gv.wikipedia.org"	"Romania"	0.1
"Manx"	"gv.wikipedia.org"	"Russia"	0.02
"Manx"	"gv.wikipedia.org"	"Singapore"	0.01
"Manx"	"gv.wikipedia.org"	"Spain"	0.01
"Manx"	"gv.wikipedia.org"	"Ukraine"	0.01
"Manx"	"gv.wikipedia.org"	"United Kingdom"	0.02
"Manx"	"gv.wikipedia.org"	"United States"	0.41
"Manx"	"gv.wikipedia.org"	"Vietnam"	0.01
"Manx"	"gv.wikipedia.org"	"Other"	0.08
"Manx"	"gv.wiktionary.org"	"Canada"	0.09
"Manx"	"gv.wiktionary.org"	"China"	0.09
"Manx"	"gv.wiktionary.org"	"India"	0.01
"Manx"	"gv.wiktionary.org"	"Ireland"	0.01
"Manx"	"gv.wiktionary.org"	"Netherlands"	0.18
"Manx"	"gv.wiktionary.org"	"Poland"	0.01
"Manx"	"gv.wiktionary.org"	"Republic of Korea"	0.04
"Manx"	"gv.wiktionary.org"	"Romania"	0.01
"Manx"	"gv.wiktionary.org"	"Russia"	0.02
"Manx"	"gv.wiktionary.org"	"Thailand"	0.02
"Manx"	"gv.wiktionary.org"	"United Kingdom"	0.01
"Manx"	"gv.wiktionary.org"	"United States"	0.45
"Manx"	"gv.wiktionary.org"	"Vietnam"	0.05
"Hausa"	"ha.wikipedia.org"	"Algeria"	0.01
"Hausa"	"ha.wikipedia.org"	"Belgium"	0.01
"Hausa"	"ha.wikipedia.org"	"Brazil"	0.01
"Hausa"	"ha.wikipedia.org"	"Canada"	0.05
"Hausa"	"ha.wikipedia.org"	"China"	0.03
"Hausa"	"ha.wikipedia.org"	"Egypt"	0.01
"Hausa"	"ha.wikipedia.org"	"France"	0.02
"Hausa"	"ha.wikipedia.org"	"Germany"	0.05
"Hausa"	"ha.wikipedia.org"	"Mexico"	0.01
"Hausa"	"ha.wikipedia.org"	"Netherlands"	0.01
"Hausa"	"ha.wikipedia.org"	"Nigeria"	0.29
"Hausa"	"ha.wikipedia.org"	"Poland"	0.02
"Hausa"	"ha.wikipedia.org"	"Republic of Lithuania"	0.01
"Hausa"	"ha.wikipedia.org"	"Romania"	0.04
"Hausa"	"ha.wikipedia.org"	"Russia"	0.01
"Hausa"	"ha.wikipedia.org"	"Sudan"	0.02
"Hausa"	"ha.wikipedia.org"	"Turkey"	0.01
"Hausa"	"ha.wikipedia.org"	"Ukraine"	0.01
"Hausa"	"ha.wikipedia.org"	"United Kingdom"	0.02
"Hausa"	"ha.wikipedia.org"	"United States"	0.28
"Hausa"	"ha.wikipedia.org"	"Other"	0.11
"Hausa"	"ha.wiktionary.org"	"Austria"	0.01
"Hausa"	"ha.wiktionary.org"	"Belgium"	0.01
"Hausa"	"ha.wiktionary.org"	"Canada"	0.08
"Hausa"	"ha.wiktionary.org"	"China"	0.05
"Hausa"	"ha.wiktionary.org"	"France"	0.09
"Hausa"	"ha.wiktionary.org"	"Georgia"	0.01
"Hausa"	"ha.wiktionary.org"	"Germany"	0.01
"Hausa"	"ha.wiktionary.org"	"Italy"	0.02
"Hausa"	"ha.wiktionary.org"	"Netherlands"	0.02
"Hausa"	"ha.wiktionary.org"	"Nigeria"	0.07
"Hausa"	"ha.wiktionary.org"	"Poland"	0.02
"Hausa"	"ha.wiktionary.org"	"Russia"	0.02
"Hausa"	"ha.wiktionary.org"	"Ukraine"	0.07
"Hausa"	"ha.wiktionary.org"	"United States"	0.52
"Hakka"	"hak.wikipedia.org"	"Canada"	0.02
"Hakka"	"hak.wikipedia.org"	"China"	0.57
"Hakka"	"hak.wikipedia.org"	"France"	0.01
"Hakka"	"hak.wikipedia.org"	"Germany"	0.03
"Hakka"	"hak.wikipedia.org"	"Hong Kong"	0.01
"Hakka"	"hak.wikipedia.org"	"Mexico"	0.01
"Hakka"	"hak.wikipedia.org"	"Netherlands"	0.01
"Hakka"	"hak.wikipedia.org"	"Poland"	0.01
"Hakka"	"hak.wikipedia.org"	"Romania"	0.03
"Hakka"	"hak.wikipedia.org"	"Russia"	0.01
"Hakka"	"hak.wikipedia.org"	"Taiwan"	0.01
"Hakka"	"hak.wikipedia.org"	"Ukraine"	0.01
"Hakka"	"hak.wikipedia.org"	"United Kingdom"	0.01
"Hakka"	"hak.wikipedia.org"	"United States"	0.2
"Hakka"	"hak.wikipedia.org"	"Other"	0.08
"Hawaiian"	"haw.wikipedia.org"	"Australia"	0.01
"Hawaiian"	"haw.wikipedia.org"	"Brazil"	0.01
"Hawaiian"	"haw.wikipedia.org"	"Canada"	0.05
"Hawaiian"	"haw.wikipedia.org"	"China"	0.07
"Hawaiian"	"haw.wikipedia.org"	"Colombia"	0.01
"Hawaiian"	"haw.wikipedia.org"	"Egypt"	0.01
"Hawaiian"	"haw.wikipedia.org"	"France"	0.03
"Hawaiian"	"haw.wikipedia.org"	"Germany"	0.06
"Hawaiian"	"haw.wikipedia.org"	"India"	0.01
"Hawaiian"	"haw.wikipedia.org"	"Israel"	0.01
"Hawaiian"	"haw.wikipedia.org"	"Italy"	0.01
"Hawaiian"	"haw.wikipedia.org"	"Japan"	0.01
"Hawaiian"	"haw.wikipedia.org"	"Mexico"	0.02
"Hawaiian"	"haw.wikipedia.org"	"Netherlands"	0.02
"Hawaiian"	"haw.wikipedia.org"	"Poland"	0.02
"Hawaiian"	"haw.wikipedia.org"	"Republic of Korea"	0.01
"Hawaiian"	"haw.wikipedia.org"	"Romania"	0.06
"Hawaiian"	"haw.wikipedia.org"	"Russia"	0.03
"Hawaiian"	"haw.wikipedia.org"	"Spain"	0.01
"Hawaiian"	"haw.wikipedia.org"	"Sweden"	0.01
"Hawaiian"	"haw.wikipedia.org"	"Switzerland"	0.01
"Hawaiian"	"haw.wikipedia.org"	"Thailand"	0.01
"Hawaiian"	"haw.wikipedia.org"	"Ukraine"	0.01
"Hawaiian"	"haw.wikipedia.org"	"United Kingdom"	0.01
"Hawaiian"	"haw.wikipedia.org"	"United States"	0.44
"Hawaiian"	"haw.wikipedia.org"	"Vietnam"	0.01
"Hawaiian"	"haw.wikipedia.org"	"Other"	0.08
"Hebrew"	"he.wikibooks.org"	"Israel"	0.94
"Hebrew"	"he.wikibooks.org"	"United States"	0.02
"Hebrew"	"he.wikibooks.org"	"Vietnam"	0.01
"Hebrew"	"he.wikibooks.org"	"Other"	0.03
"Hebrew"	"he.wikinews.org"	"Canada"	0.05
"Hebrew"	"he.wikinews.org"	"China"	0.01
"Hebrew"	"he.wikinews.org"	"Czech Republic"	0.01
"Hebrew"	"he.wikinews.org"	"France"	0.02
"Hebrew"	"he.wikinews.org"	"Germany"	0.01
"Hebrew"	"he.wikinews.org"	"Israel"	0.3
"Hebrew"	"he.wikinews.org"	"Netherlands"	0.01
"Hebrew"	"he.wikinews.org"	"Poland"	0.01
"Hebrew"	"he.wikinews.org"	"Republic of Korea"	0.01
"Hebrew"	"he.wikinews.org"	"Russia"	0.05
"Hebrew"	"he.wikinews.org"	"Seychelles"	0.01
"Hebrew"	"he.wikinews.org"	"Ukraine"	0.01
"Hebrew"	"he.wikinews.org"	"United Arab Emirates"	0.01
"Hebrew"	"he.wikinews.org"	"United States"	0.25
"Hebrew"	"he.wikinews.org"	"Vietnam"	0.21
"Hebrew"	"he.wikinews.org"	"Other"	0.03
"Hebrew"	"he.wikipedia.org"	"China"	0.01
"Hebrew"	"he.wikipedia.org"	"Germany"	0.01
"Hebrew"	"he.wikipedia.org"	"Israel"	0.91
"Hebrew"	"he.wikipedia.org"	"United States"	0.05
"Hebrew"	"he.wikipedia.org"	"Other"	0.04
"Hebrew"	"he.wikiquote.org"	"Canada"	0.01
"Hebrew"	"he.wikiquote.org"	"France"	0.01
"Hebrew"	"he.wikiquote.org"	"Israel"	0.84
"Hebrew"	"he.wikiquote.org"	"United States"	0.05
"Hebrew"	"he.wikiquote.org"	"Vietnam"	0.05
"Hebrew"	"he.wikiquote.org"	"Other"	0.04
"Hebrew"	"he.wikisource.org"	"Canada"	0.01
"Hebrew"	"he.wikisource.org"	"France"	0.01
"Hebrew"	"he.wikisource.org"	"Germany"	0.01
"Hebrew"	"he.wikisource.org"	"Israel"	0.81
"Hebrew"	"he.wikisource.org"	"Russia"	0.01
"Hebrew"	"he.wikisource.org"	"United Kingdom"	0.01
